Ngram	Surprisal
perhaps .	20.5489003459
. And	9.91861258478
And they	17.3500102568
they are	13.7669087777
are demonstrating	21.4152728677
demonstrating all	29.1510754672
all the	13.8126642091
the features	15.1484141111
features of	20.1604515126
of this	11.4464777128
this .	14.9839978162
. And	9.91861258478
And there	17.5339261323
there is	13.8842217918
is sort	18.4088322553
sort of	16.6291090273
of sort	17.4522928193
sort all	24.7048693865
all kinds	17.4327164286
kinds of	20.209390907
of interesting	16.6978451129
interesting things	23.2217526816
things there	21.8985229128
there is	13.8842217918
is also	13.650445892
also an	18.5188731012
an arm	18.0474786823
arm and	21.1797216536
and what	13.4150933764
what looks	20.0693460896
looks like	20.0601543453
like it	16.7596422659
it could	14.4938712928
could be	14.6954016114
be a	13.0624290953
a a	14.8118827253
a speaker	16.6192327108
speaker standing	27.9583387804
standing on	21.1914228522
on off	20.2543023109
off of	20.2135911152
of these	11.8787412239
these contraptions	25.3369678412
contraptions .	32.5646953689
. It	9.09873413507
It is	13.6332119098
is very	14.1534923596
very difficult	17.5755976601
difficult to	17.6751621149
to say	12.2914064717
say or	21.1698770546
or see	19.5974223071
see what	16.9759628192
what is	15.5338183366
is inside	18.9260887694
inside .	20.1576675229
. So	10.6390140518
So I	17.6288170916
I am	13.2208220347
am I	19.3980871682
I am	13.2208220347
am just	22.1067720885
just as	16.4014415024
as deluded	23.5102142221
deluded as	32.3320443742
as the	12.586954039
the Boss	18.6286280331
Boss is	30.2704785256
is frankly	20.6553278817
frankly .	25.9053302267
. And	9.91861258478
And the	16.4617704132
the man	12.3499815385
man who	17.4179897901
who is	15.7681261832
is presented	16.7414883453
presented it	23.9488113548
it is	11.8068153819
is bowing	21.9546108658
bowing now	31.557990555
now he	18.1775875173
he is	14.3315395332
is presented	16.7414883453
presented it	23.9488113548
it .	12.1004211914
. And	9.91861258478
And we	17.5684581159
we cut	20.07667833
cut to	21.0859266606
to it	13.0637580666
it being	16.9274523386
being lunchtime	25.4577064557
lunchtime .	25.0960552663
. So	10.6390140518
So we	18.3578797345
we go	16.5462411588
go back	17.1823982505
back to	15.4704818393
to the	9.51585891964
the little	13.1605678919
little man	20.1550711815
man with	18.6139922901
with the	11.7421194262
the curly	18.5640895119
curly hair	25.9361764466
hair and	20.1354933388
and the	9.96015810702
the mustache	21.3159974902
mustache next	34.8747705949
next to	18.3121507325
to his	12.3056526092
his larger	22.0431213587
larger co-worker	27.9142873369
co-worker who	34.1816234143
who have	15.711640581
have now	16.5607437811
now been	17.9967485405
been asked	17.7411728318
asked to	18.209702515
to stop	13.539734472
stop because	23.8535540278
because the	16.2972868548
the production	13.5770640835
production line	22.0631671905
line has	22.3820725809
has stopped	19.4112490008
stopped for	22.5360483499
for lunch	16.7787720673
lunch .	21.6429548364
. And	9.91861258478
And then	16.6886818524
then ,	15.6628828208
, the	8.87073852331
the little	13.1605678919
little man	20.1550711815
man has	19.7099396871
has caused	18.3427664536
caused himself	27.6756258387
himself more	22.4600332706
more trouble	19.5453708216
trouble by	24.4628661178
by using	16.3763452437
using his	21.2510799514
his tools	20.275459441
tools on	26.2198878115
on the	11.1465918865
the behind	18.6286280331
behind of	25.2663536406
of the	8.38603786038
the secretary	15.1361690601
secretary whose	27.6414755738
whose buttons	26.9691182643
buttons seem	30.0920521309
seem to	17.9828260867
to resemble	17.0205850016
resemble the	25.9374258955
the gadgets	19.1394536568
gadgets on	30.6347855612
on the	11.1465918865
the production	13.5770640835
production line	22.0631671905
line that	21.3823061269
that he	12.5033222193
he was	12.913561202
was previously	17.6922257649
previously attending	28.0544423637
attending to	24.2632564304
to .	13.0117569618
. All	11.3532591651
All right	19.1403433725
right ,	16.3813727698
, so	10.8245788939
so it	16.1724838612
it is	11.8068153819
is lunchtime	22.3600759739
lunchtime and	25.9152431677
and the	9.96015810702
the larger	14.0546045761
larger co-worker	27.9142873369
co-worker sits	34.1816234143
sits there	25.4421647883
there and	16.2002516569
and has	13.4115678125
has poured	21.6222669003
poured some	26.008588008
some oh	24.2476958262
oh ,	19.9862235966
, what	11.7898301815
what looks	20.0693460896
looks like	20.0601543453
like some	18.3066974248
some soup	21.9451107333
soup into	27.8145834422
into a	15.0253969941
a bowl	15.9832439441
bowl which	26.7890229886
which the	14.0886638068
the little	13.1605678919
little curl	24.7468183472
curl short	30.9373583555
short little	25.9146319537
little man	20.1550711815
man with	18.6139922901
with short	18.168253605
short curly	25.2214847732
curly hair	25.9361764466
hair almost	26.6743564899
almost sat	26.5560283422
sat in	20.4943314847
in and	13.7232293543
and then	11.83165485
then picked	21.0642246432
picked up	19.9887670421
up and	15.2246656796
and now	13.7990952199
now it	18.1495401048
it is	11.8068153819
is just	14.8850202243
just spilled	24.4990199501
spilled everywhere	30.7804260327
everywhere .	22.2195554375
. Of	12.1387091238
Of course	18.2917932626
course the	19.1617137048
the larger	14.0546045761
larger man	27.9142873369
man is	19.0796026486
is understandably	20.1087841753
understandably furious	30.819265866
furious and	26.1119456436
and the	9.96015810702
the small	12.9717042557
small man	21.7893372693
man is	19.0796026486
is somewhat	17.2038983745
somewhat intimidated	28.4256551865
intimidated by	26.9479242712
by the	12.0067458549
the large	13.5162387189
large man	22.5574185344
man who	17.4179897901
who seems	19.7619646082
seems to	17.6983557609
to be	9.93973307416
be threatening	20.0916082835
threatening him	26.6542751884
him .	14.6173386049
. And	9.91861258478
And the	16.4617704132
the large	13.5162387189
large man	22.5574185344
man has	19.7099396871
has now	16.6528877227
now compounded	25.182445088
compounded his	28.423325868
his problem	19.500395138
problem by	21.1348949033
by sitting	19.9392834745
sitting in	20.710164535
in the	9.36353298464
the bowl	15.5285357442
bowl himself	29.1662375175
himself .	18.2335585702
. All	11.3532591651
All right	19.1403433725
right ,	16.3813727698
, so	10.8245788939
so we	16.4505476048
we cut	20.07667833
cut to	21.0859266606
to this	12.8645739182
this amazing	20.4833789213
amazing piece	28.3251687968
piece of	19.0667772724
of machinery	16.7032651803
machinery that	25.7949098891
that we	13.0485406891
we saw	17.3128080588
saw in	20.3414092293
in the	9.36353298464
the Boss	18.6286280331
Boss '	31.3484100703
' office	36.8
office earlier	25.5225670377
earlier which	24.7272067823
which is	13.7622161531
is now	13.8136152848
now being	18.3186391799
being wheeled	23.398945658
wheeled around	28.5896975643
around the	16.8910152224
the factory	14.3317962444
factory floor	24.4370939364
floor by	23.2706625474
by the	12.0067458549
the boss	15.2964235229
boss ,	23.0515534273
, and	8.45410777288
and the	9.96015810702
the man	12.3499815385
man in	18.158858511
in the	9.36353298464
the suit	15.823249488
suit ,	22.0481791565
, and	8.45410777288
and his	12.2461362136
his 2	21.9095899661
2 co-workers	26.2785549964
co-workers and	30.6327714618
and it	11.8170215291
it seems	14.7517384148
seems that	19.6860405252
that they	12.6679195108
they are	13.7669087777
are presenting	20.5173312745
presenting it	26.2488602861
it to	13.6938784318
to the	9.51585891964
the the	13.0829298908
the workers	14.637177894
workers .	20.1194264864
. And	9.91861258478
And they	17.3500102568
they picked	19.7582130556
picked out	22.4271792776
out ,	15.3887923078
, of	11.0705528987
of all	12.1023977161
all people	18.4940007605
people ,	16.2511463591
, the	8.87073852331
the little	13.1605678919
little man	20.1550711815
man with	18.6139922901
with the	11.7421194262
the curly	18.5640895119
curly hair	25.9361764466
hair and	20.1354933388
and moustache	18.9700731641
moustache who	29.4493299204
who they	18.5228501455
they apparently	20.5595738208
apparently want	28.0220750931
want to	15.6782607868
to demonstrate	14.9038720651
demonstrate this	25.2290432791
this machine	19.3068050912
machine on	23.1982989905
on .	13.7056472748
. Ah	12.8961259565
Ah so	24.9788078493
so now	19.2092381093
now it	18.1495401048
it becomes	16.2352263925
becomes clear	22.9983427725
clear what	21.2058134136
what this	18.2836656664
this was	14.9738811695
was meant	17.11818665
meant for	22.400213079
for .	14.9281260904
. There	10.0851222263
There are	15.8105149588
are 2	19.9419671296
2 arms	26.2785549964
arms sticking	27.6412120356
sticking out	24.5976318512
out of	13.9132828412
of this	11.4464777128
this machine	19.3068050912
machine which	22.9106169181
which which	20.0011231195
which embrace	21.84694981
embrace the	25.08107607
the little	13.1605678919
little man	20.1550711815
man so	21.815671924
so that	14.7524229306
that it	12.4037360228
it is	11.8068153819
is kind	18.8943400711
kind of	17.1031326562
of locked	20.5319065768
locked him	25.9999978525
him at	17.5012413742
at this	14.7579929133
this table	19.2039477058
table .	19.3278990054
. And	9.91861258478
And he	16.9581541072
he is	14.3315395332
is now	13.8136152848
now being	18.3186391799
being and	20.3969828347
and he	11.9925890526
he is	14.3315395332
is looking	16.3636238853
looking understandably	26.0714038985
understandably bewildered	30.819265866
bewildered and	26.7227625558
and it	11.8170215291
it is	11.8068153819
is being	14.2976431823
being explained	22.9934805499
explained to	21.8604252097
to him	12.7117417423
him by	17.8754351429
by the	12.0067458549
the man	12.3499815385
man in	18.158858511
in the	9.36353298464
the suit	15.823249488
suit who	26.4337708574
who is	15.7681261832
is previously	23.0325424105
previously presented	26.4656851952
presented the	21.9973145991
the instructions	15.3229630781
instructions to	22.8504465753
to the	9.51585891964
the Boss	18.6286280331
Boss .	28.5358774702
. So	10.6390140518
So his	22.1730168513
his head	15.1323705707
head is	20.7546640419
is also	13.650445892
also now	20.4199326841
now being	18.3186391799
being clamped	24.7852400191
clamped by	31.1405081349
by at	17.9318154324
at this	14.7579929133
this table	19.2039477058
table and	20.1601066201
and he	11.9925890526
he stood	17.250898828
stood still	22.202291905
still and	19.8527031144
and it	11.8170215291
it seems	14.7517384148
seems I	23.3272749925
I am	13.2208220347
am not	19.087974542
not sure	16.2478258738
sure whether	20.9533091369
whether Aha	26.4290120291
Aha ,	24.3132415757
, ok	17.6049552435
ok so	31.199454417
so the	16.3165542117
the bowls	17.5080368377
bowls that	30.4072217868
that we	13.0485406891
we saw	17.3128080588
saw described	26.6974554332
described earlier	22.2513131812
earlier are	24.5730561025
are now	15.1405108465
now being	18.3186391799
being projected	23.5324770506
projected upwards	29.1803051055
upwards towards	26.0403991178
towards the	17.4579548129
the man's	21.3159974902
man's face	36.8
face and	19.03725846
and he	11.9925890526
he is	14.3315395332
is being	14.2976431823
being fed	21.0010503852
fed automatically	28.9974350533
automatically .	23.6487596151
. And	9.91861258478
And the	16.4617704132
the thing	13.545155415
thing that	18.7825334121
that I	13.019846409
I thought	13.6807905518
thought earlier	24.8606724006
earlier was	23.7781262276
was a	12.0736842785
a speaker	16.6192327108
speaker is	22.9164244914
is ,	13.1936874895
, in	10.1066393727
in fact	13.2106126367
fact ,	17.4611152278
, a	9.99107074975
a kind	14.3159744438
kind of	17.1031326562
of mouth	16.9483876384
mouth cloth	27.7507525257
cloth that	26.744859749
that automatically	19.6695023897
automatically wipes	28.9163459019
wipes his	30.8252043282
his mouth	16.3336408629
mouth after	26.1619953572
after the	15.5743186704
the first	10.5108184794
first course	20.7030084111
course .	17.5686630495
. And	9.91861258478
And it	16.8683532145
it is	11.8068153819
is now	13.8136152848
now going	19.9508524039
going for	18.980281012
for the	11.2297085141
the second	11.8168698364
second course	22.8617238941
course the	19.1617137048
the table	12.6870542556
table is	22.2460206763
is rotated	20.0087007168
rotated .	28.9039867917
. Another	12.3703922497
Another plate	27.8279989931
plate is	24.4828081276
is pushed	18.735735041
pushed towards	25.4510105193
towards his	20.7835613192
his face	15.5906218523
face which	22.0961438018
which in	16.2820037802
in turn	14.3221929821
turn rotates	26.9485290717
rotates and	31.6823061887
and he	11.9925890526
he is	14.3315395332
is being	14.2976431823
being fed	21.0010503852
fed little	28.9974350533
little pieces	21.8941869173
pieces of	20.7255933435
of food	14.33801152
food they	22.9668879231
they are	13.7669087777
are being	15.3784873707
being pushed	20.5584062739
pushed into	23.043591365
into his	16.5770940857
his mouth	16.3336408629
mouth by	24.9988445474
by a	13.3284977074
a little	12.4285581849
little .	18.7553538001
. Tool	19.4709693201
Tool that	32.3208710736
that is	12.9211771339
is attached	17.6919309888
attached to	20.7684736853
to the	9.51585891964
the plate	15.2845890652
plate and	23.1334183234
and he	11.9925890526
he is	14.3315395332
is now	13.8136152848
now being	18.3186391799
being wiped	22.7057984775
wiped again	29.827665621
again .	16.3089972735
. And	9.91861258478
And we	17.5684581159
we have	14.3628080201
have now	16.5607437811
now gone	20.4669273836
gone to	19.4197036218
to the	9.51585891964
the third	12.7808414192
third course	24.9993049526
course which	20.8261552971
which is	13.7622161531
is a	11.7921622691
a corn	17.9185156949
corn a	29.2285304575
a corn	17.9185156949
corn on	26.5543818081
on the	11.1465918865
the cob	18.392239255
cob which	32.6935463589
which is	13.7622161531
is rotating	21.2614636853
rotating and	29.6202563897
and being	15.1634106743
being lifted	21.717187084
lifted towards	27.9746388207
towards his	20.7835613192
his mouth	16.3336408629
mouth so	24.4041374397
so that	14.7524229306
that and	15.0650732189
and also	13.4605088176
also moving	22.4480809314
moving so	24.2112440767
so all	19.2474593221
all he	17.5912055101
he needs	17.6135353478
needs to	18.5890643193
to do	11.4332178274
do is	16.4568179467
is bite	23.0325424105
bite and	25.7301083328
and he	11.9925890526
he can	15.5470641566
can automatically	21.4289241564
automatically eat	28.9163459019
eat the	22.305426188
the corn	16.2552738692
corn on	26.5543818081
on the	11.1465918865
the cob	18.392239255
cob .	30.6347855612
. Ingenious	19.6532908769
Ingenious .	34.7412392023
. And	9.91861258478
And this	18.0337879994
this is	14.0003128965
is going	14.7354569878
going at	20.6703986618
at quite	19.938277213
quite a	17.6672207549
a fast	16.1454483587
fast rate	25.6921355818
rate now	24.7108748293
now so	19.3800799365
so that	14.7524229306
that the	11.2088638728
the man	12.3499815385
man is	19.0796026486
is finding	18.4581033044
finding it	22.2160858367
it difficult	15.9040346962
difficult keeping	26.8475738495
keeping up	22.8398694123
up and	15.2246656796
and corn	18.4679812203
corn is	27.8422360964
is flying	19.0101718867
flying everywhere	26.1379821974
everywhere .	22.2195554375
. This	9.75560009318
This obviously	21.1892658115
obviously is	23.5447742517
is not	12.3560193665
not going	15.750083993
going according	23.4024021039
according to	18.2944719538
to plan	15.1997174482
plan .	19.9645004059
. The	8.06494629967
The men	16.9050038159
men are	19.5091008498
are starting	18.5350534813
starting to	21.3012734728
to look	12.8238590404
look quite	21.183242465
quite concerned	23.9043017092
concerned who	24.9648559742
who are	15.5188015969
are operating	19.0509942057
operating the	23.1228884007
the machine	13.8278910635
machine and	21.8095566478
and this	12.9171659155
this is	14.0003128965
is now	13.8136152848
now going	19.9508524039
going faster	22.7092549233
faster and	23.3791942869
and faster	16.7923614009
faster and	23.3791942869
and brushing	18.73827155
brushing the	26.8819663034
the man's	21.3159974902
man's mouth	36.8
mouth in	23.2605737631
in quite	16.5262638431
quite an	20.2667155494
an unpleasant	19.053588092
unpleasant fashion	29.7108012809
fashion .	21.7835510809
. And	9.91861258478
And it	16.8683532145
it stops	18.4370699157
stops because	29.4804939086
because the	16.2972868548
the machine	13.8278910635
machine seems	26.2138338914
seems to	17.6983557609
to have	11.3912578492
have blown	19.7565980103
blown a	26.9357262433
a fuse	18.5063023598
fuse .	27.1038104629
. And	9.91861258478
And ,	17.1981379541
, well	12.3848396875
well ,	16.2461830263
, it	9.95474423567
it is	11.8068153819
is now	13.8136152848
now started	21.6196068935
started again	22.2005546241
again at	19.3616628134
at almost	19.0264408314
almost double	22.5162660756
double the	21.8378611768
the speed	14.3022903042
speed it	24.6097429354
it was	11.8577955558
was before	17.0992735567
before and	18.3558155262
and now	13.7990952199
now the	17.4764721671
the men	13.058249975
men are	19.5091008498
are trying	16.9577593419
trying to	17.4365250148
to fix	15.854669031
fix the	24.3166751241
the machine	13.8278910635
machine which	22.9106169181
which obviously	19.9170400023
obviously needs	25.1104095415
needs some	22.5524293984
some repairing	24.9201622629
repairing and	27.6779031018
and they	12.2718587221
they are	13.7669087777
are trying	16.9577593419
trying to	17.4365250148
to stop	13.539734472
stop it	21.0584924497
it and	14.2320042316
and it	11.8170215291
it seems	14.7517384148
seems to	17.6983557609
to stop	13.539734472
stop .	20.4423063103
. A	9.79520872329
A man	17.9504521275
man in	18.158858511
in lap	22.4244769534
lap coat	29.7389721578
coat is	25.0481713918
is now	13.8136152848
now come	19.9199221032
come along	19.3859571454
along and	20.441626988
and released	16.8325678214
released temporarily	27.2295640292
temporarily the	27.6374416837
the man	12.3499815385
man the	20.8145579998
the little	13.1605678919
little man	20.1550711815
man who	17.4179897901
who is	15.7681261832
is trapped	18.9756857106
trapped inside	25.5597125575
inside the	19.4993373582
the machine	13.8278910635
machine but	24.8788328246
but now	16.7053786111
now the	17.4764721671
the machine	13.8278910635
machine has	23.2281519537
has started	18.4390182531
started again	22.2005546241
again and	18.1030301353
and the	9.96015810702
the corn	16.2552738692
corn on	26.5543818081
on the	11.1465918865
the cob	18.392239255
cob is	32.6935463589
is again	17.0297755615
again being	22.1677742277
being rotated	24.7852400191
rotated and	29.5971339723
and brushing	18.73827155
brushing the	26.8819663034
the man's	21.3159974902
man's face	36.8
face very	23.2875378239
very fast	19.4803297949
fast and	21.7942115008
and the	9.96015810702
the man	12.3499815385
man looks	23.1539570659
looks very	22.254089446
very uncomfortable	20.9107739407
uncomfortable and	25.137220799
and the	9.96015810702
the man	12.3499815385
man is	19.0796026486
is understandably	20.1087841753
understandably quite	30.819265866
quite upset	23.3064647084
upset .	22.7994088248
. So	10.6390140518
So the	18.327861318
the man	12.3499815385
man in	18.158858511
in the	9.36353298464
the suit	15.823249488
suit who	26.4337708574
who originally	20.7699225286
originally presented	25.9934234377
presented the	21.9973145991
the machine	13.8278910635
machine is	22.1228282304
is now	13.8136152848
now trying	20.7257890175
trying to	17.4365250148
to fix	15.854669031
fix it	24.5530639021
it and	14.2320042316
and and	14.7745070748
and they	12.2718587221
they decided	18.3466008865
decided to	18.4853310153
to start	13.6255245559
start with	19.6184498312
with the	11.7421194262
the soup	16.0234722551
soup again	28.6618813025
again so	21.4301752846
so they	16.7222502933
they are	13.7669087777
are going	15.7120966374
going to	15.4068503931
to go	11.8942504165
go back	17.1823982505
back from	17.6264453947
from the	12.2188960053
the beginning	12.6722726631
beginning it	24.5257396116
it seems	14.7517384148
seems and	25.3013560185
and see	13.8170329206
see if	17.2196027826
if they	15.1992929376
they can	14.9844908935
can make	16.6305074604
make it	16.8959654087
it work	17.5826545876
work this	20.6192604791
this time	15.0757224776
time .	14.9462361338
. And	9.91861258478
And it	16.8683532145
it is	11.8068153819
is the	12.0342989729
the same	10.4059490892
same volunteer	25.8079212526
volunteer with	28.8230653494
with the	11.7421194262
the curly	18.5640895119
curly hair	25.9361764466
hair and	20.1354933388
and the	9.96015810702
the moustache	18.3409459606
moustache and	26.2304540955
and they	12.2718587221
they try	18.5276732239
try to	17.98472799
to feed	15.13045139
feed him	24.8059822687
him some	19.2115024973
some soup	21.9451107333
soup which	27.6810520495
which is	13.7622161531
is now	13.8136152848
now being	18.3186391799
being spilt	25.4577064557
spilt over	29.6977438852
over his	17.2911150596
his front	19.0192182082
front and	20.6016846899
and then	11.83165485
then the	16.2036947243
the has	18.6286280331
has now	16.6528877227
now come	19.9199221032
come along	19.3859571454
along and	20.441626988
and rubs	20.1596572309
rubs purposely	32.2668038524
purposely to	30.3491216529
to wipe	16.3179889318
wipe his	27.4428831738
his mouth	16.3336408629
mouth again	24.4392287595
again .	16.3089972735
. So	10.6390140518
So the	18.327861318
the man	12.3499815385
man in	18.158858511
in the	9.36353298464
the lap	16.9799694075
lap coat	29.7389721578
coat who	27.1523055461
who tried	19.3020481805
tried to	18.1259249643
to release	15.4200473386
release him	24.1839584784
him from	17.5590827623
from the	12.2188960053
the machine	13.8278910635
machine before	25.6260472265
before is	22.4651979658
is now	13.8136152848
now refilling	25.182445088
refilling his	31.648404637
his soup	20.94450907
soup bowl	27.1955442338
bowl and	23.9451712464
and they	12.2718587221
they are	13.7669087777
are giving	18.2917072227
giving it	21.4533224677
it another	17.8084612563
another go	21.3389298905
go .	16.7831900637
. And	9.91861258478
And this	18.0337879994
this time	15.0757224776
time the	16.7193961828
the bowl	15.5285357442
bowl flips	29.1662375175
flips up	33.2097628313
up far	21.9721683665
far too	18.9304274999
too fast	19.7670162029
fast and	21.7942115008
and splashes	19.9083428026
splashes the	32.0331890012
the man's	21.3159974902
man's face	36.8
face completely	24.673832185
completely with	24.064984665
with soup	21.525648364
soup .	24.4086354577
. So	10.6390140518
So the	18.327861318
the the	13.0829298908
the man	12.3499815385
man in	18.158858511
in the	9.36353298464
the suit	15.823249488
suit who	26.4337708574
who originally	20.7699225286
originally presented	25.9934234377
presented the	21.9973145991
the machine	13.8278910635
machine is	22.1228282304
is now	13.8136152848
now again	22.0250720016
again desperately	25.9312831177
desperately trying	24.4993603252
trying to	17.4365250148
to fix	15.854669031
fix the	24.3166751241
the machine	13.8278910635
machine .	20.626585233
. And	9.91861258478
And they	17.3500102568
they are	13.7669087777
are going	15.7120966374
going on	17.2238923256
on to	13.7052115314
to the	9.51585891964
the second	11.8168698364
second course	22.8617238941
course ,	16.4504312043
, but	9.28181616697
but someone	19.6720407271
someone has	21.5883635795
has rather	20.8983480611
rather clumsily	24.2981168506
clumsily put	31.8439470015
put 2	25.2274329873
2 metal	26.2785549964
metal bolts	28.4655360045
bolts onto	30.5291116044
onto the	20.139319258
the machine	13.8278910635
machine with	22.9480744806
with the	11.7421194262
the pieces	15.1946408286
pieces of	20.7255933435
of food	14.33801152
food .	19.5329007187
. So	10.6390140518
So he	18.8492061333
he is	14.3315395332
is now	13.8136152848
now being	18.3186391799
being fed	21.0010503852
fed some	28.9974350533
some metal	22.9949328578
metal bolts	28.4655360045
bolts which	28.7580328791
which ,	15.1361560646
, of	11.0705528987
of course	11.9256956891
course ,	16.4504312043
, he	10.2679170618
he ca	17.0871611293
ca not	25.8795976482
not swallow	21.9181992863
swallow .	25.9139851929
. And	9.91861258478
And he	16.9581541072
he is	14.3315395332
is got	20.2200098104
got his	18.7853432177
his mouth	16.3336408629
mouth full	23.4809738285
full of	18.0344278135
of two	13.2654284523
two metal	22.0995084862
metal bolts	28.4655360045
bolts .	26.4893493378
. Not	11.8191361319
Not the	20.8391616545
the most	11.0514719672
most comfortable	20.8841299012
comfortable situation	28.5834660406
situation .	19.279553118
. And	9.91861258478
And in	17.9315888602
in And	21.7520105168
And in	17.9315888602
in quick	17.6168439601
quick succession	23.7243041627
succession there	29.351026571
there now	18.280458212
now follows	22.3127540741
follows the	21.1876228782
the dessert	18.004473724
dessert which	31.240950918
which looks	18.6551026576
looks like	20.0601543453
like some	18.3066974248
some kind	17.3719473434
kind of	17.1031326562
of trifle	20.3087630255
trifle which	30.1480378196
which again	19.0605677657
again is	20.6996904336
is put	16.7841268708
put all	20.0626470134
all down	18.5434613906
down his	18.7497913559
his front	19.0192182082
front .	19.9964493817
. And	9.91861258478
And the	16.4617704132
the machine	13.8278910635
machine is	22.1228282304
is still	14.1475075757
still seems	21.3874174807
seems to	17.6983557609
to be	9.93973307416
be exploding	23.4382233695
exploding and	30.7869221416
and it	11.8170215291
it is	11.8068153819
is going	14.7354569878
going faster	22.7092549233
faster and	23.3791942869
and faster	16.7923614009
faster again	28.8719422891
again and	18.1030301353
and this	12.9171659155
this time	15.0757224776
time the	16.7193961828
the poor	13.3921860702
poor man	22.020374919
man is	19.0796026486
is being	14.2976431823
being hit	20.5955852771
hit in	22.47977091
in the	9.36353298464
the face	13.0607925647
face repeatedly	26.4449109103
repeatedly with	26.9442945032
with the	11.7421194262
the device	15.3912576256
device for	23.85180291
for wiping	20.8122078765
wiping his	26.6715942692
his mouth	16.3336408629
mouth .	20.3342269028
. And	9.91861258478
And eventually	22.0156240527
eventually ,	21.9924273293
, the	8.87073852331
the arm	14.6659119133
arm enveloped	27.7791141162
enveloped him	29.9138035816
him has	21.6060250856
has now	16.6528877227
now thrown	25.182445088
thrown him	25.9840562316
him out	17.5373149374
out and	15.9372752161
and it	11.8170215291
it has	13.7231948128
has been	13.4343072085
been decided	18.8967110572
decided that	19.5152616197
that the	11.2088638728
the machine	13.8278910635
machine is	22.1228282304
is impractical	19.3155535362
impractical .	27.1183771464
. They	10.0670927335
They could	18.5919589714
could have	15.6997368048
have on	17.177165187
on this	14.3915361338
this conclusion	18.8902901469
conclusion a	28.4399947972
a while	14.0206667425
while ago	20.9380742225
ago but	21.9715775769
but they	15.0457469097
they have	14.5283392609
have now	16.5607437811
now come	19.9199221032
come to	16.5269762949
to it	13.0637580666
it .	12.1004211914
. And	9.91861258478
And so	17.7220083754
so we	16.4505476048
we are	14.7322198074
are now	15.1405108465
now going	19.9508524039
going on	17.2238923256
on towards	18.6802663255
towards late	26.6293486322
late afternoon	21.3864950565
afternoon and	21.8762920737
and again	14.3265187351
again we	20.4755003097
we are	14.7322198074
are back	18.3408974669
back with	18.1025594608
with the	11.7421194262
the topless	18.8517715844
topless man	32.0585068092
man we	22.1198832984
we have	14.3628080201
have seen	15.5257451689
seen several	23.2569636509
several minutes	21.603869013
minutes before	20.6858820021
before who	22.9912910617
who is	15.7681261832
is sitting	17.9412353661
sitting there	21.6160842126
there ,	15.0941055789
, reading	15.3045948455
reading a	21.8689420606
a a	14.8118827253
a magazine	16.4436679365
magazine but	26.3979653507
but ,	15.4995567366
, of	11.0705528987
of course	11.9256956891
course ,	16.4504312043
, is	10.7781931237
is interrupted	19.497875093
interrupted by	23.9987675704
by the	12.0067458549
the vision	15.5904750436
vision of	21.5320730583
of his	11.1933049249
his Boss	23.9683507638
Boss on	31.3484100703
on the	11.1465918865
the big	12.9993296697
big screen	22.5404902019
screen which	24.8665149699
which is	13.7622161531
is mentioned	17.8009497264
mentioned .	21.7896436828
. So	10.6390140518
So he	18.8492061333
he goes	16.6532770584
goes back	21.0041227207
back to	15.4704818393
to his	12.3056526092
his work	16.3605138812
work again	20.7006061186
again and	18.1030301353
and is	12.6569978193
is now	13.8136152848
now turning	21.5922079193
turning some	25.9830165503
some .	18.1318037008
. And	9.91861258478
And again	19.9218624573
again we	20.4755003097
we go	16.5462411588
go back	17.1823982505
back to	15.4704818393
to the	9.51585891964
the production	13.5770640835
production line	22.0631671905
line it	23.2693757759
it is	11.8068153819
is the	12.0342989729
the afternoon	13.7590444016
afternoon but	24.1065565051
but the	14.0768282409
the same	10.4059490892
same situation	21.1746416464
situation two	27.1628380081
two men	17.5427118845
men being	22.4462896678
being irritated	24.7852400191
irritated by	25.9894645736
by the	12.0067458549
the little	13.1605678919
little man	20.1550711815
man with	18.6139922901
with the	11.7421194262
the curly	18.5640895119
curly hair	25.9361764466
hair and	20.1354933388
and the	9.96015810702
the moustache	18.3409459606
moustache who	29.4493299204
who is	15.7681261832
is getting	16.4865507247
getting in	21.1097554244
in their	12.5341485034
their way	16.4588477138
way as	17.9493567742
as he	13.8151234946
he works	18.51448051
works on	21.2373036142
on the	11.1465918865
the production	13.5770640835
production line	22.0631671905
line which	21.6262268062
which is	13.7622161531
is going	14.7354569878
going quite	22.755774939
quite fast	22.8364610792
fast .	21.1638464402
. And	9.91861258478
And again	19.9218624573
again as	19.7039209871
as we	14.5446986457
we saw	17.3128080588
saw before	23.7224039036
before ,	17.301451493
, the	8.87073852331
the foreman	16.4166973083
foreman comes	30.8991023243
comes along	22.1420073596
along and	20.441626988
and tries	17.269285473
tries to	22.1918597839
to points	18.8250834966
points to	20.3423557509
to shouting	20.6968856735
shouting and	24.1876458594
and pointing	17.4904468631
pointing out	22.7708738839
out instructions	22.0232379251
instructions trying	28.6962338882
trying to	17.4365250148
to make	11.6274466427
make him	18.8508868418
him do	19.8520059444
do his	18.7206281288
his job	17.2355935891
job properly	22.1404252611
properly which	27.5400841209
which he	14.7871412874
he again	19.3788436309
again is	20.6996904336
is not	12.3560193665
not able	17.7394260444
able to	16.2978973197
to do	11.4332178274
do .	15.2801049533
. He	9.28639640562
He simply	20.2404969687
simply does	22.6238886161
does not	15.9263918801
not keep	18.1873556331
