Ngram	Surprisal
up the	14.7614026682
the conveyor	18.004473724
conveyor belt	27.8250914198
belt again	28.6123838445
again And	25.9312831177
And he	16.9581541072
he twists	22.6990719501
twists his	30.4148730304
his fellow	17.7352026962
fellow worker's	28.542506453
worker's nose	36.8
nose ,	22.2211131809
, and	8.45410777288
and his	12.2461362136
his boss	18.9520789053
boss '	28.8744171004
' and	36.8
and some	13.3781132631
some other	17.2519296699
other guys	21.4207596504
guys nose	29.778394572
nose again	26.3695249644
again .	16.3089972735
. And	9.91861258478
And then	16.6886818524
then he	17.012117686
he dances	22.0059247695
dances .	26.2153378699
. And	9.91861258478
And he	16.9581541072
he does	15.4622527609
does some	22.143765382
some funny	21.2772813607
funny moves	28.5588960644
moves .	23.3536080537
. And	9.91861258478
And the	16.4617704132
the secretary	15.1361690601
secretary and	23.0565080952
and the	9.96015810702
the secretary	15.1361690601
secretary starts	28.3139420104
starts running	26.4865435714
running and	21.8828773176
and he	11.9925890526
he runs	19.1437238886
runs after	26.201284197
after her	18.1776924721
her .	14.3246377352
. And	9.91861258478
And they	17.3500102568
they ,	16.2989080431
, he	10.2679170618
he has	14.5647021363
has gone	16.8622320037
gone crazy	24.0476132948
crazy and	26.0664132194
and she	12.4878969733
she looks	18.948304842
looks afraid	27.5466146811
afraid Excuse	28.2215389699
Excuse me	24.0584367425
me .	15.1350119581
. And	9.91861258478
And then	16.6886818524
then he	17.012117686
he tries	18.7738037179
tries and	25.5148860903
and he	11.9925890526
he starts	18.6443926442
starts working	27.1796907519
working on	18.8650674659
on some	16.0399228221
some thing	21.2031733885
thing post	26.4077284933
post thing	27.9538170828
thing .	17.9730914495
. And	9.91861258478
And a	18.2270733129
a lady	15.8514966733
lady comes	26.5020736275
comes along	22.1420073596
along .	19.9673222769
. And	9.91861258478
And she	17.5077275113
she looks	18.948304842
looks scared	26.8741482445
scared and	26.2343804628
and starts	16.9350833849
starts running	26.4865435714
running cause	27.342835497
cause he	24.448195356
he is	14.3315395332
is running	17.0743373896
running after	23.3932243274
after her	18.1776924721
her and	15.9498720804
and uses	16.6983956085
uses his	23.9141544823
his tools	20.275459441
tools .	23.0358992456
. They	10.0670927335
They run	21.9513418026
run .	19.7235231754
. They	10.0670927335
They she	24.8135426836
she runs	20.8525422947
runs into	23.6172866445
into a	15.0253969941
a police	15.2963551657
police officer	20.6351172402
officer and	22.5029548481
and tells	17.20772758
tells him	23.9211632554
him about	18.0774882816
about what	16.6192226917
what is	15.5338183366
is happened	23.0325424105
happened .	19.6613668077
. So	10.6390140518
So the	18.327861318
the worker	15.7162773684
worker starts	28.6909162982
starts running	26.4865435714
running and	21.8828773176
and the	9.96015810702
the police	12.3418853369
police officer	20.6351172402
officer runs	27.9753355475
runs after	26.201284197
after him	18.6425357508
him .	14.6173386049
. And	9.91861258478
And the	16.4617704132
the worker	15.7162773684
worker uses	28.6909162982
uses the	21.745462511
the clock	14.5155707619
clock to	24.6610682954
to clock	19.087447761
clock in	24.2693965094
in for	14.6183155992
for ...	23.1894224053
... Yes	36.8
Yes ,	16.7445926727
, and	8.45410777288
and that	11.7526616318
that is	12.9211771339
is it	13.7993444805
it .	12.1004211914
